Case Number,Incident Datetime,Incident ID,Incident Type Primary,Incident Description,Parent Incident Type,Hour of Day,Day of Week,Address,City,State,Location,Latitude,Longitude,Created At,updated_at,zip_code,neighborhood,Council District,Council District 2011,Census Tract,Census Block Group,Census Block,2010 Census Tract ,2010 Census Block Group,2010 Census Block,Police District,TRACTCE20,GEOID20_tract,GEOID20_blockgroup,GEOID20_block
18-1080551,04/18/2018 04:10:00 AM,,CRIM NEGLIGENT HOMICIDE,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,4,Wednesday,1 Block HUDSON ST,Buffalo,NY,POINT (-78.892 42.894),42.894,-78.892,,,14201,Lower West Side,NIAGARA,ELLICOTT,71.04,3,3002,71.01,2,2002,District B,007104,36029007104,360290001103,360290071043002
18-2020675,07/21/2018 03:54:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,15,Saturday,2400 Block DELAWARE AV,Buffalo,NY,POINT (-78.868 42.95),42.95,-78.868,,,14216,North Park,DELAWARE,DELAWARE,50,1,1000,50,1,1000,District D,005000,36029005000,360290001101,360290035021000
15-1240678,05/04/2015 05:26:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,17,Monday,1 Block ROOSEVELT AV,Buffalo,NY,POINT (-78.811 42.934),42.934,-78.811,,,14215,Kensington-Bailey,UNIVERSITY,UNIVERSITY,44.01,2,2008,44.01,2,2008,District E,004401,36029004401,360290001102,360290163002008
14-3500817,12/16/2014 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Tuesday,JEWETT AV & HOLDEN ST,Buffalo,NY,POINT (-78.836 42.933),42.933,-78.836,12/17/2014 07:05:00 AM,,14214,Fillmore-Leroy,MASTEN,MASTEN,40.03,3,3010,40.01,3,3010,District E,004003,36029004003,360290001103,360290061003010
15-3030767,10/30/2015 06:08:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,18,Friday,1200 Block FILLMORE AV,Buffalo,NY,POINT (-78.839 42.908),42.908,-78.839,11/02/2015 04:53:00 AM,,14211,MLK Park,MASTEN,MASTEN,35.02,2,2013,35,4,4009,District C,003502,36029003502,360290001102,360290165002013
19-2700047,09/27/2019 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Friday,1 Block MERRIMAC ST,Buffalo,NY,POINT (-78.828 42.953),42.953,-78.828,,,14214,University Heights,UNIVERSITY,UNIVERSITY,46.01,3,3001,46.01,4,4001,District E,004601,36029004601,360290001103,360290071043001
16-2830523,10/09/2016 05:06:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,17,Sunday,1700 Block S PARK AV,Buffalo,NY,POINT (-78.825 42.852),42.852,-78.825,10/11/2016 04:06:00 AM,,14220,Hopkins-Tifft,SOUTH,SOUTH,2,2,2001,2,2,2001,District A,000200,36029000200,360290001102,360290033022001
15-1570675,06/06/2015 04:34:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,16,Saturday,400 Block SHERMAN ST,Buffalo,NY,POINT (-78.847 42.899),42.899,-78.847,,,14211,Broadway Fillmore,ELLICOTT,ELLICOTT,166,4,4000,166,4,4000,District C,016600,36029016600,360290002004,360290002004000
18-1851316,07/04/2018 11:36:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Wednesday,1 Block COLLINS WK,Buffalo,NY,POINT (-78.802 42.932),42.932,-78.802,,,14215,Kenfield,UNIVERSITY,UNIVERSITY,44.02,1,1003,44.02,1,1000,District E,004402,36029004402,360290001101,360290035021003
13-1470986,05/27/2013 11:03:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Monday,WOLTZ AV & STANISLAUS ST,Buffalo,NY,POINT (-78.836 42.897),42.897,-78.836,,,14212,Broadway Fillmore,FILLMORE,FILLMORE,27.03,1,1010,27.02,4,4001,District C,002703,36029002703,360290001101,360290036001010
13-2220074,08/10/2013 01:15:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,1,Saturday,2200 Block BAILEY AV,Buffalo,NY,POINT (-78.813 42.915),42.915,-78.813,,,14211,Genesee-Moselle,LOVEJOY,LOVEJOY,37,4,4004,37,4,4009,District E,003700,36029003700,360290002004,360290002004004
12-2041102,07/22/2012 11:27:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Sunday,300 Block DAVIDSON AV,Buffalo,NY,POINT (-78.8 42.938),42.938,-78.8,,,14215,Kensington-Bailey,UNIVERSITY,UNIVERSITY,44.01,4,4005,44.01,4,4005,District E,004401,36029004401,360290002004,360290002004005
12-2000574,07/18/2012 03:36:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,15,Wednesday,E FERRY ST & STEVENS AV,Buffalo,NY,POINT (-78.826 42.915),42.915,-78.826,,,14215,Delavan Grider,MASTEN,MASTEN,34,1,1005,34,1,1005,District E,003400,36029003400,360290001101,360290002001005
16-1711005,06/19/2016 09:40:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,21,Sunday,MOSELLE ST & BOX AV,Buffalo,NY,POINT (-78.824 42.912),42.912,-78.824,,,14211,Genesee-Moselle,ELLICOTT,FILLMORE,36,2,2002,36,3,3007,District C,003600,36029003600,360290001102,360290035022002
12-2560816,09/12/2012 08:19:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,20,Wednesday,WEST AV & MASSACHUSETTS ST,Buffalo,NY,POINT (-78.894 42.909),42.909,-78.894,,,14213,West Side,NIAGARA,NIAGARA,69.01,4,4002,69.01,4,4002,District B,006901,36029006901,360290002004,360290002004002
17-1320825,05/12/2017 06:42:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,18,Friday,STEVENS AV & NORTHLAND AV,Buffalo,NY,POINT (-78.825 42.919),42.919,-78.825,,,14215,Delavan Grider,MASTEN,MASTEN,34,1,1002,34,1,1002,District E,003400,36029003400,360290001101,360290001101002
17-3440541,12/10/2017 02:39:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,14,Sunday,200 Block GUILFORD ST,Buffalo,NY,POINT (-78.843 42.899),42.899,-78.843,12/11/2017 12:48:00 AM,,14211,Broadway Fillmore,ELLICOTT,FILLMORE,166,3,3003,166,3,3003,District C,016600,36029016600,360290001103,360290054003003
12-1491113,05/28/2012 11:34:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Monday,1100 Block BROADWAY,Buffalo,NY,POINT (-78.834 42.894),42.894,-78.834,,,14212,Broadway Fillmore,FILLMORE,FILLMORE,27.04,3,3004,27.02,3,3006,District C,002704,36029002704,360290001103,360290001103004
17-0500323,02/19/2017 11:32:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,11,Sunday,KRUPP AV & ASHLEY ST,Buffalo,NY,POINT (-78.824 42.894),42.894,-78.824,,,14212,Lovejoy,FILLMORE,FILLMORE,24,5,5015,24,1,1010,District C,002400,36029002400,360290007005,360290059005015
15-2550197,09/12/2015 04:29:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,4,Saturday,1900 Block CLINTON ST,Buffalo,NY,POINT (-78.804 42.872),42.872,-78.804,,,14206,Kaisertown,LOVEJOY,LOVEJOY,167,1,1008,167,1,1007,District A,016700,36029016700,360290001101,360290002001008
16-3260872,11/21/2016 10:15:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Monday,100 Block VICTORIA AV,Buffalo,NY,POINT (-78.833 42.935),42.935,-78.833,11/23/2016 05:07:00 AM,,14214,Fillmore-Leroy,MASTEN,MASTEN,40.03,3,3005,40.01,3,3005,District E,004003,36029004003,360290001103,360290034003005
13-1900142,07/09/2013 06:31:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,6,Tuesday,1 Block SUN ST,Buffalo,NY,POINT (-78.804 42.93),42.93,-78.804,,,14215,Kenfield,UNIVERSITY,UNIVERSITY,44.02,1,1005,44.02,1,1004,District E,004402,36029004402,360290001101,360290002001005
16-2680994,09/24/2016 10:21:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Saturday,GENESEE ST & ZENNER ST,Buffalo,NY,POINT (-78.815 42.912),42.912,-78.815,,,14211,Genesee-Moselle,ELLICOTT,FILLMORE,36,1,1008,36,1,1011,District C,003600,36029003600,360290001101,360290002001008
19-2501098,09/07/2019 11:46:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Saturday,MADISON ST & BROWN ST,Buffalo,NY,POINT (-78.853 42.896),42.896,-78.853,,,14211,Broadway Fillmore,ELLICOTT,ELLICOTT,166,4,4004,166,4,4004,District C,016600,36029016600,360290002004,360290002004004
18-2260479,07/16/2018 03:30:00 AM,,CRIM NEGLIGENT HOMICIDE,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,3,Monday,200 Block SHUMWAY ST,Buffalo,NY,POINT (-78.854 42.9),42.9,-78.854,,,14204,Fruit Belt,ELLICOTT,ELLICOTT,31,2,2005,31,2,2005,District B,003100,36029003100,360290001102,360290011002005
14-0770170,03/18/2014 03:40:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,15,Tuesday,CLINTON ST & BAILEY AV,Buffalo,NY,POINT (-78.816 42.878),42.878,-78.816,,,14206,Kaisertown,FILLMORE,FILLMORE,167,3,3017,167,3,3009,District A,016700,36029016700,360290001103,360290163003017
19-0010275,01/01/2019 02:28:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,2,Tuesday,400 Block PEARL ST,Buffalo,NY,POINT (-78.872 42.901),42.901,-78.872,,,14202,Allentown,FILLMORE,FILLMORE,68.01,1,1001,68,2,2001,District B,006801,36029006801,360290001101,360290019001001
19-0150458,01/14/2019 04:00:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,16,Monday,1 Block CONGRESS ST,Buffalo,NY,POINT (-78.892 42.919),42.919,-78.892,,,14213,Upper West Side,NIAGARA,NIAGARA,61,4,4002,61,4,4002,District D,006100,36029006100,360290002004,360290002004002
15-2660995,09/23/2015 10:05:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Wednesday,300 Block 14TH ST,Buffalo,NY,POINT (-78.89 42.909),42.909,-78.89,,,14213,West Side,NIAGARA,NIAGARA,69.01,2,2002,69.01,2,2003,District B,006901,36029006901,360290001102,360290035022002
16-2440984,08/31/2016 09:39:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,21,Wednesday,100 Block GRANT ST,Buffalo,NY,POINT (-78.891 42.917),42.917,-78.891,,,14213,Upper West Side,NIAGARA,NIAGARA,61,4,4007,61,4,4007,District D,006100,36029006100,360290002004,360290010004007
14-1940431,07/13/2014 11:16:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,11,Sunday,ARKANSAS ST & BARTON ST,Buffalo,NY,POINT (-78.895 42.914),42.914,-78.895,,,14213,Upper West Side,NIAGARA,NIAGARA,61,3,3009,61,3,3010,District B,006100,36029006100,360290001103,360290011003009
16-2550880,09/11/2016 08:28:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,20,Sunday,HERKIMER ST & HELEN ST,Buffalo,NY,POINT (-78.893 42.921),42.921,-78.893,,,14213,Upper West Side,NIAGARA,NIAGARA,61,5,5000,61,5,5000,District D,006100,36029006100,360290007005,360290034005000
19-1790939,06/28/2019 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Friday,200 Block OAKMONT AV,Buffalo,NY,POINT (-78.806 42.933),42.933,-78.806,,,14215,Kenfield,UNIVERSITY,UNIVERSITY,44.02,1,1002,44.02,1,1001,District E,004402,36029004402,360290001101,360290001101002
13-3340095,11/30/2013 02:34:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,2,Saturday,1 Block OAKMONT AV,Buffalo,NY,POINT (-78.812 42.932),42.932,-78.812,12/03/2013 07:02:00 AM,,14215,Kenfield,UNIVERSITY,UNIVERSITY,44.02,2,2001,44.02,2,2001,District E,004402,36029004402,360290001102,360290033022001
14-2750653,10/02/2014 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Thursday,1 Block LANGMEYER AV,Buffalo,NY,POINT (-78.815 42.925),42.925,-78.815,10/04/2014 06:05:00 AM,,14215,Kenfield,LOVEJOY,LOVEJOY,41,1,1005,41,1,1005,District E,004100,36029004100,360290001101,360290002001005
16-1790702,06/27/2016 04:36:00 AM,,CRIM NEGLIGENT HOMICIDE,CRIM NEGLIGENT HOMICIDE,Homicide,4,Monday,ORLEANS ST & MINNESOTA AV,Buffalo,NY,POINT (-78.807 42.946),42.946,-78.807,,,14215,Kensington-Bailey,UNIVERSITY,UNIVERSITY,43,3,3003,43,3,3003,District E,004300,36029004300,360290001103,360290054003003
16-2620214,09/18/2016 06:30:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,6,Sunday,300 Block NORFOLK AV,Buffalo,NY,POINT (-78.82 42.926),42.926,-78.82,,,14215,Delavan Grider,MASTEN,MASTEN,170,1,1009,170,1,1005,District E,017000,36029017000,360290001101,360290002001009
15-3330712,11/29/2015 08:22:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,20,Sunday,300 Block PURDY ST,Buffalo,NY,POINT (-78.857 42.918),42.918,-78.857,11/30/2015 04:49:00 AM,,14208,Masten Park,MASTEN,MASTEN,168.02,1,1009,168,3,3008,District E,016802,36029016802,360290001101,360290002001009
19-2180974,08/06/2019 09:43:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,21,Tuesday,HOLDEN ST & JEWETT AV,Buffalo,NY,POINT (-78.835 42.934),42.934,-78.835,,,14214,Fillmore-Leroy,MASTEN,MASTEN,40.03,3,3010,40.01,3,3010,District E,004003,36029004003,360290001103,360290061003010
12-1650188,06/13/2012 08:03:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,8,Wednesday,400 Block GRIDER ST,Buffalo,NY,POINT (-78.829 42.918),42.918,-78.829,,,14215,Delavan Grider,MASTEN,MASTEN,34,5,5017,34,5,5019,District E,003400,36029003400,360290007005,360290034005017
14-0010209,01/01/2014 03:09:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,3,Wednesday,KENSINGTON EB EXPY & ELM ST,Buffalo,NY,POINT (-78.865 42.893),42.893,-78.865,,,14203,Fruit Belt,ELLICOTT,ELLICOTT,25.02,1,1018,25.02,1,1017,District B,002502,36029002502,360290001101,360290171001018
18-2371124,08/25/2018 11:27:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Saturday,1 Block UPPER EAST LA,Buffalo,NY,POINT (-78.898 42.955),42.955,-78.898,,,14207,Riverside,NORTH,NORTH,57,1,1002,57,1,1004,District D,005700,36029005700,360290001101,360290001101002
14-3400134,12/06/2014 03:27:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,3,Saturday,1 Block BURNIE LA,Buffalo,NY,POINT (-78.866 42.896),42.896,-78.866,12/07/2014 07:05:00 AM,,14203,Fruit Belt,ELLICOTT,ELLICOTT,25.02,1,1006,25.02,1,1006,District B,002502,36029002502,360290001101,360290035021006
14-3160158,11/11/2014 10:51:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Tuesday,1 Block ARNOLD ST,Buffalo,NY,POINT (-78.89 42.916),42.916,-78.89,11/13/2014 07:05:00 AM,,14213,Upper West Side,NIAGARA,NIAGARA,61,3,3000,61,3,3000,District D,006100,36029006100,360290001103,360290167003000
14-2810635,10/08/2014 04:49:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,16,Wednesday,1800 Block HERTEL AV,Buffalo,NY,POINT (-78.84 42.947),42.947,-78.84,10/09/2014 06:05:00 AM,,14214,Central Park,DELAWARE,DELAWARE,45,5,5002,45,5,5002,District D,004500,36029004500,360290007005,360290007005002
14-1711235,06/20/2014 11:15:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Friday,ST JOSEPH AV & ST JOSEPH AV,Buffalo,NY,POINT (-78.816 42.903),42.903,-78.816,,,14211,Genesee-Moselle,LOVEJOY,LOVEJOY,28.02,1,1003,28,4,4003,District C,002802,36029002802,360290001101,360290035021003
17-0010066,01/01/2017 01:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,1,Sunday,1 Block BYRD WAY,Buffalo,NY,POINT (-78.856 42.884),42.884,-78.856,,,14204,Pratt-Willert,ELLICOTT,ELLICOTT,14.04,1,1002,14.02,2,2002,District B,001404,36029001404,360290001101,360290001101002
13-1591075,06/08/2013 11:00:00 AM,,CRIM NEGLIGENT HOMICIDE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,11,Saturday,1 Block PRINCETON PL,Buffalo,NY,POINT (-78.811 42.854),42.854,-78.811,,,14210,Seneca-Cazenovia,SOUTH,SOUTH,10,3,3000,10,3,3000,District A,001000,36029001000,360290001103,360290167003000
13-0650107,03/06/2013 05:42:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,5,Wednesday,1 Block COMSTOCK AV,Buffalo,NY,POINT (-78.817 42.939),42.939,-78.817,,,14215,Kensington-Bailey,MASTEN,MASTEN,42,1,1002,42,1,1002,District E,004200,36029004200,360290001101,360290001101002
16-0720846,03/12/2016 08:12:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,20,Saturday,600 Block LASALLE AV,Buffalo,NY,POINT (-78.809 42.945),42.945,-78.809,,,14215,Kensington-Bailey,UNIVERSITY,UNIVERSITY,43,3,3004,43,3,3004,District E,004300,36029004300,360290001103,360290001103004
13-2211203,08/09/2013 11:32:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Friday,1 Block CRESTWOOD AV,Buffalo,NY,POINT (-78.86 42.945),42.945,-78.86,,,14216,North Park,DELAWARE,DELAWARE,49.01,1,1003,49,3,3003,District D,004901,36029004901,360290001101,360290035021003
15-1680267,06/17/2015 10:25:00 AM,,CRIM NEGLIGENT HOMICIDE,CRIM NEGLIGENT HOMICIDE,Homicide,10,Wednesday,200 Block ENGLEWOOD AV,Buffalo,NY,POINT (-78.83 42.956),42.956,-78.83,,,14214,University Heights,UNIVERSITY,UNIVERSITY,46.01,1,1004,46.01,1,1005,District E,004601,36029004601,360290001101,360290055001004
17-1200211,04/30/2017 05:28:00 AM,,CRIM NEGLIGENT HOMICIDE,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,5,Sunday,1 Block E MORRIS AV,Buffalo,NY,POINT (-78.834 42.941),42.941,-78.834,,,14214,Central Park,MASTEN,MASTEN,45,2,2008,45,2,2008,District E,004500,36029004500,360290001102,360290163002008
12-1810097,06/29/2012 01:37:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,1,Friday,200 Block OXFORD AV,Buffalo,NY,POINT (-78.864 42.922),42.922,-78.864,,,14209,Elmwood Bidwell,ELLICOTT,ELLICOTT,169,4,4005,169,4,4003,District D,016900,36029016900,360290002004,360290002004005
14-1290820,05/09/2014 06:49:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,18,Friday,1 Block BREWSTER ST,Buffalo,NY,POINT (-78.839 42.933),42.933,-78.839,,,14214,Fillmore-Leroy,MASTEN,MASTEN,40.02,1,1003,40.01,4,4003,District E,004002,36029004002,360290001101,360290035021003
12-1681038,06/16/2012 09:40:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,21,Saturday,100 Block ELLER AV,Buffalo,NY,POINT (-78.801 42.917),42.917,-78.801,,,14211,Schiller Park,LOVEJOY,LOVEJOY,38,3,3002,38,3,3002,District C,003800,36029003800,360290001103,360290071043002
17-2080156,07/27/2017 05:13:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,5,Thursday,1 Block DETROIT ST,Buffalo,NY,POINT (-78.842 42.886),42.886,-78.842,,,14206,Broadway Fillmore,FILLMORE,FILLMORE,16.02,1,1022,16,1,1012,District C,001602,36029001602,360290001101,360290017001022
12-3150256,11/10/2012 08:27:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,8,Saturday,100 Block HEATH ST,Buffalo,NY,POINT (-78.829 42.955),42.955,-78.829,11/17/2012 07:00:00 AM,,14214,University Heights,UNIVERSITY,UNIVERSITY,46.01,2,2002,46.01,2,2002,District E,004601,36029004601,360290001102,360290035022002
19-0960817,04/06/2019 08:32:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,20,Saturday,400 Block WILLIAM ST,Buffalo,NY,POINT (-78.855 42.885),42.885,-78.855,,,14204,Pratt-Willert,ELLICOTT,ELLICOTT,14.04,2,2013,14.02,4,4016,District B,001404,36029001404,360290001102,360290165002013
17-1400271,05/20/2017 07:59:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,7,Saturday,QUINCY ST & ASHLEY ST,Buffalo,NY,POINT (-78.822 42.894),42.894,-78.822,,,14212,Lovejoy,FILLMORE,FILLMORE,24,5,5013,24,1,1006,District C,002400,36029002400,360290007005,360290059005013
13-2360121,08/24/2013 01:40:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,1,Saturday,1 Block ST MARYS RD,Buffalo,NY,POINT (-78.807 42.907),42.907,-78.807,,,14211,Schiller Park,LOVEJOY,LOVEJOY,30,3,3004,30,3,3005,District C,003000,36029003000,360290001103,360290001103004
17-1210781,05/01/2017 12:00:00 PM,,CRIM NEGLIGENT HOMICIDE,CRIM NEGLIGENT HOMICIDE,Homicide,12,Monday,100 Block POPLAR AV,Buffalo,NY,POINT (-78.804 42.909),42.909,-78.804,,,14211,Schiller Park,LOVEJOY,LOVEJOY,30,1,1004,30,1,1004,District C,003000,36029003000,360290001101,360290055001004
13-2710926,09/28/2013 07:02:00 AM,,CRIM NEGLIGENT HOMICIDE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,7,Saturday,300 Block MYSTIC ST,Buffalo,NY,POINT (-78.833 42.855),42.855,-78.833,,,14220,Hopkins-Tifft,SOUTH,SOUTH,1.10,3,3032,1.10,3,3029,District A,000110,36029000110,360290001103,360290163003032
18-3570734,12/23/2018 07:51:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,19,Sunday,100 Block KAMPER AV,Buffalo,NY,POINT (-78.806 42.857),42.857,-78.806,12/24/2018 01:38:00 PM,,14210,Seneca-Cazenovia,SOUTH,SOUTH,10,5,5008,10,5,5010,District A,001000,36029001000,360290007005,360290059005008
18-2291084,08/17/2018 11:00:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Friday,1 Block SCHRECK AV,Buffalo,NY,POINT (-78.817 42.926),42.926,-78.817,,,14215,Kenfield,LOVEJOY,LOVEJOY,41,1,1006,41,1,1006,District E,004100,36029004100,360290001101,360290035021006
